,stationID,stationName,stationNameEN,stationAttribute,dataYearMonth,temperature_mean,temperature_maximum,temperature_maximumDate,temperature_minimum,temperature_minimumDate,precipitation_accumulation,precipitation_GE01Days,windSpeed_maximum,windSpeed_maximumDate,windDirection_maximum,gustSpeed_maximum,gustSpeed_maximumDate,gustDirection_maximum,relativeHumidity_mean,relativeHumidity_minimum,relativeHumidity_minimumDate,stationPressure_mean,sunshineDuration_total
16,467490,臺中,TAICHUNG,局屬有人氣象站,2012-01,16.6,25.9,2012-01-18,10.8,2012-01-04,57.1,10,5.0,2012-01-04,10.0,10.9,2012-01-01,360.0,75,47,2012-01-18,1008.0,142.9
17,467530,阿里山,ALISHAN,局屬有人氣象站,2012-01,6.5,15.5,2012-01-15,0.6,2012-01-19,114.4,14,4.8,2012-01-16,280.0,12.7,2012-01-16,280.0,83,17,2012-01-28,764.7,111.9
18,467540,大武,DAWU,局屬有人氣象站,2012-01,20.2,28.0,2012-01-15,15.3,2012-01-03,11.4,9,8.1,2012-01-15,30.0,14.3,2012-01-04,30.0,74,53,2012-01-03,1016.9,111.0
19,467550,玉山,YUSHAN,局屬有人氣象站,2012-01,-1.5,11.3,2012-01-10,-7.7,2012-01-27,63.1,8,17.0,2012-01-02,270.0,29.0,2012-01-18,280.0,76,14,2012-01-17,640.1,137.5
20,467571,新竹,HSINCHU,局屬有人氣象站,2012-01,15.3,22.6,2012-01-19,9.0,2012-01-04,140.6,15,7.0,2012-01-07,30.0,18.1,2012-01-07,20.0,87,58,2012-01-17,1016.0,44.1
21,467590,恆春,HENGCHUN,局屬有人氣象站,2012-01,21.0,28.2,2012-01-28,15.9,2012-01-27,0.0,0,11.9,2012-01-11,40.0,25.3,2012-01-04,30.0,74,49,2012-01-16,1014.0,185.4
22,467610,成功,CHENGGONG,局屬有人氣象站,2012-01,18.8,25.8,2012-01-28,13.4,2012-01-26,60.3,13,10.5,2012-01-09,30.0,17.9,2012-01-09,30.0,78,59,2012-01-27,1013.7,52.8
23,467620,蘭嶼,LANYU,局屬有人氣象站,2012-01,18.1,23.1,2012-01-21,13.5,2012-01-04,184.8,24,23.6,2012-01-07,20.0,33.2,2012-01-07,30.0,91,71,2012-01-03,979.5,46.3
24,467650,日月潭,SUN MOON LAKE,局屬有人氣象站,2012-01,14.1,22.5,2012-01-28,7.9,2012-01-03,77.5,10,7.3,2012-01-16,160.0,11.6,2012-01-16,160.0,82,33,2012-01-17,904.2,127.3
25,467660,臺東,TAITUNG,局屬有人氣象站,2012-01,19.4,26.9,2012-01-15,13.4,2012-01-26,22.3,9,6.6,2012-01-09,50.0,15.1,2012-01-16,60.0,75,49,2012-01-27,1016.8,87.2
26,467770,梧棲,WUQI,局屬有人氣象站,2012-01,15.5,23.0,2012-01-19,10.2,2012-01-05,62.6,10,14.7,2012-01-01,360.0,26.6,2012-01-04,60.0,83,59,2012-01-02,1015.6,101.7
27,467990,馬祖,MATSU,局屬有人氣象站,2012-01,8.9,15.2,2012-01-18,2.3,2012-01-05,179.5,16,7.3,2012-01-07,360.0,17.1,2012-01-22,10.0,86,52,2012-01-04,1012.0,29.5
28,466880,板橋,BANQIAO,局屬有人氣象站,2012-02,16.2,28.5,2012-02-06,9.4,2012-02-08,323.5,18,6.3,2012-02-02,60.0,13.9,2012-02-02,90.0,80,42,2012-02-22,1016.9,61.3
29,466900,淡水,TAMSUI,局屬有人氣象站,2012-02,14.8,25.7,2012-02-12,8.4,2012-02-08,197.8,19,7.1,2012-02-20,150.0,17.1,2012-02-20,150.0,88,63,2012-02-20,1016.1,48.5
30,466910,鞍部,ANBU,局屬有人氣象站,2012-02,11.0,22.9,2012-02-22,3.2,2012-02-08,424.0,24,10.1,2012-02-20,150.0,22.6,2012-02-20,190.0,94,60,2012-02-13,923.2,39.5
31,466920,臺北,TAIPEI,局屬有人氣象站,2012-02,16.4,28.4,2012-02-06,9.5,2012-02-08,268.8,15,8.3,2012-02-29,90.0,15.3,2012-02-02,80.0,86,51,2012-02-13,1017.5,43.7
32,466930,竹子湖,ZHUZIHU,局屬有人氣象站,2012-02,12.6,24.6,2012-02-22,4.9,2012-02-08,330.5,22,9.2,2012-02-24,20.0,19.4,2012-02-25,10.0,94,57,2012-02-13,947.7,52.3
33,466940,基隆,KEELUNG,局屬有人氣象站,2012-02,15.7,26.6,2012-02-21,9.8,2012-02-08,545.7,24,11.7,2012-02-07,10.0,18.4,2012-02-07,10.0,87,57,2012-02-21,1015.4,34.9
34,466950,彭佳嶼,PENGJIAYU,局屬有人氣象站,2012-02,15.7,24.1,2012-02-14,8.5,2012-02-08,243.7,21,18.8,2012-02-12,160.0,26.2,2012-02-07,10.0,83,63,2012-02-09,1006.5,23.4
35,466990,花蓮,HUALIEN,局屬有人氣象站,2012-02,18.7,27.1,2012-02-13,12.4,2012-02-09,98.5,14,10.7,2012-02-07,40.0,18.1,2012-02-07,30.0,78,57,2012-02-10,1015.1,42.7
36,467060,蘇澳,SU-AO,局屬有人氣象站,2012-02,16.7,26.9,2012-02-14,10.1,2012-02-09,488.9,26,9.0,2012-02-07,10.0,20.0,2012-02-07,190.0,86,58,2012-02-10,1015.3,37.0
37,467080,宜蘭,YILAN,局屬有人氣象站,2012-02,16.9,27.3,2012-02-14,10.0,2012-02-09,199.0,20,7.3,2012-02-07,20.0,12.7,2012-02-12,150.0,83,64,2012-02-10,1017.1,61.5
38,467110,金門,KINMEN,局屬有人氣象站,2012-02,11.9,22.6,2012-02-21,6.2,2012-02-02,81.5,13,9.5,2012-02-07,70.0,20.3,2012-02-07,60.0,83,45,2012-02-19,1016.2,44.7
39,467300,東吉島,DONGJIDAO,局屬有人氣象站,2012-02,16.6,26.8,2012-02-23,11.6,2012-02-08,35.6,9,20.4,2012-02-18,20.0,27.5,2012-02-18,20.0,85,66,2012-02-13,1011.2,36.3
40,467350,澎湖,PENGHU,局屬有人氣象站,2012-02,14.9,25.9,2012-02-23,10.3,2012-02-08,28.4,10,11.6,2012-02-07,30.0,22.9,2012-02-17,30.0,84,62,2012-02-18,1016.2,34.4
41,467410,臺南,TAINAN,局屬有人氣象站,2012-02,17.6,28.9,2012-02-14,10.7,2012-02-09,40.0,7,9.3,2012-02-06,190.0,17.0,2012-02-28,20.0,80,50,2012-02-13,1013.8,125.0
42,467440,高雄,KAOHSIUNG,局屬有人氣象站,2012-02,20.1,29.7,2012-02-15,12.7,2012-02-09,30.5,7,7.5,2012-02-28,350.0,15.3,2012-02-28,340.0,76,45,2012-02-13,1015.5,165.0
43,467480,嘉義,CHIAYI,局屬有人氣象站,2012-02,16.6,29.9,2012-02-06,9.9,2012-02-09,77.9,10,7.3,2012-02-13,10.0,12.8,2012-02-13,360.0,80,48,2012-02-06,1013.1,84.0
44,467490,臺中,TAICHUNG,局屬有人氣象站,2012-02,16.7,28.6,2012-02-23,10.1,2012-02-09,77.2,10,5.7,2012-02-02,10.0,12.6,2012-02-28,340.0,75,44,2012-02-13,1006.4,104.1
45,467530,阿里山,ALISHAN,局屬有人氣象站,2012-02,8.0,16.7,2012-02-13,2.1,2012-02-04,158.6,13,5.4,2012-02-24,290.0,13.2,2012-02-24,280.0,89,20,2012-02-13,764.1,85.5
46,467540,大武,DAWU,局屬有人氣象站,2012-02,21.2,31.2,2012-02-06,15.6,2012-02-01,139.0,16,7.7,2012-02-07,30.0,15.0,2012-02-07,30.0,76,50,2012-02-06,1015.3,71.0
47,467550,玉山,YUSHAN,局屬有人氣象站,2012-02,0.0,13.6,2012-02-14,-6.5,2012-02-02,146.0,13,16.3,2012-02-28,310.0,31.1,2012-02-28,290.0,85,20,2012-02-14,640.4,123.8
48,467571,新竹,HSINCHU,局屬有人氣象站,2012-02,15.0,26.2,2012-02-13,8.8,2012-02-08,228.9,17,7.6,2012-02-02,20.0,17.4,2012-02-02,30.0,91,51,2012-02-13,1014.3,48.3
49,467590,恆春,HENGCHUN,局屬有人氣象站,2012-02,21.9,29.3,2012-02-24,16.0,2012-02-08,76.8,11,10.9,2012-02-02,40.0,24.2,2012-02-08,40.0,78,56,2012-02-04,1012.5,126.7
50,467610,成功,CHENGGONG,局屬有人氣象站,2012-02,19.9,28.2,2012-02-15,14.1,2012-02-08,82.6,18,11.4,2012-02-07,20.0,19.9,2012-02-07,60.0,79,59,2012-02-03,1012.1,54.0
51,467620,蘭嶼,LANYU,局屬有人氣象站,2012-02,19.2,26.4,2012-02-23,14.2,2012-02-09,303.9,25,24.7,2012-02-02,20.0,31.6,2012-02-02,30.0,91,71,2012-02-12,978.4,50.9
52,467650,日月潭,SUN MOON LAKE,局屬有人氣象站,2012-02,15.5,25.4,2012-02-22,9.1,2012-02-18,87.5,11,6.1,2012-02-28,280.0,11.4,2012-02-25,290.0,81,45,2012-02-18,903.1,105.0
53,467660,臺東,TAITUNG,局屬有人氣象站,2012-02,20.3,28.3,2012-02-06,13.6,2012-02-09,82.7,13,8.3,2012-02-07,40.0,16.3,2012-02-06,200.0,74,48,2012-02-05,1015.5,64.8
54,467770,梧棲,WUQI,局屬有人氣象站,2012-02,14.4,27.3,2012-02-23,9.1,2012-02-08,95.6,9,17.1,2012-02-02,360.0,28.3,2012-02-02,10.0,86,59,2012-02-13,1014.0,48.5
55,467990,馬祖,MATSU,局屬有人氣象站,2012-02,8.4,17.9,2012-02-13,3.3,2012-02-03,153.6,19,9.3,2012-02-07,50.0,18.1,2012-02-07,60.0,87,55,2012-02-19,1010.0,14.4
56,466880,板橋,BANQIAO,局屬有人氣象站,2012-03,18.5,30.6,2012-03-17,10.6,2012-03-24,101.5,12,7.3,2012-03-21,60.0,15.8,2012-03-26,80.0,74,27,2012-03-30,1015.7,130.0
57,466900,淡水,TAMSUI,局屬有人氣象站,2012-03,17.1,28.8,2012-03-23,8.7,2012-03-24,84.1,13,8.0,2012-03-31,20.0,17.4,2012-03-28,130.0,81,37,2012-03-28,1014.9,104.3
58,466910,鞍部,ANBU,局屬有人氣象站,2012-03,13.7,24.9,2012-03-23,2.9,2012-03-24,155.0,17,11.2,2012-03-31,350.0,23.1,2012-03-31,360.0,88,47,2012-03-28,923.0,100.6
59,466920,臺北,TAIPEI,局屬有人氣象站,2012-03,18.8,30.7,2012-03-23,10.7,2012-03-24,85.4,13,9.7,2012-03-21,80.0,16.6,2012-03-31,70.0,78,34,2012-03-30,1016.3,109.0
60,466930,竹子湖,ZHUZIHU,局屬有人氣象站,2012-03,15.3,26.7,2012-03-17,4.8,2012-03-24,96.0,12,9.8,2012-03-31,20.0,19.3,2012-03-31,10.0,87,42,2012-03-30,947.2,112.0
61,466940,基隆,KEELUNG,局屬有人氣象站,2012-03,17.6,28.5,2012-03-30,10.3,2012-03-24,247.6,20,13.0,2012-03-31,10.0,19.7,2012-03-31,360.0,81,41,2012-03-26,1014.2,105.0
62,466950,彭佳嶼,PENGJIAYU,局屬有人氣象站,2012-03,17.9,26.0,2012-03-17,10.1,2012-03-24,81.8,17,17.6,2012-03-31,360.0,25.7,2012-03-31,10.0,79,38,2012-03-26,1005.5,101.3
63,466990,花蓮,HUALIEN,局屬有人氣象站,2012-03,20.8,28.9,2012-03-18,13.2,2012-03-25,95.5,19,11.9,2012-03-23,40.0,19.6,2012-03-23,20.0,76,44,2012-03-26,1014.3,105.3
64,467060,蘇澳,SU-AO,局屬有人氣象站,2012-03,19.4,29.3,2012-03-23,11.6,2012-03-24,267.1,22,9.2,2012-03-24,30.0,26.4,2012-03-24,30.0,79,45,2012-03-26,1014.3,92.0
65,467080,宜蘭,YILAN,局屬有人氣象站,2012-03,19.5,29.3,2012-03-04,10.7,2012-03-24,106.7,19,9.2,2012-03-23,50.0,14.4,2012-03-28,110.0,76,49,2012-03-26,1016.0,110.1
66,467110,金門,KINMEN,局屬有人氣象站,2012-03,15.1,26.2,2012-03-23,7.5,2012-03-11,22.1,13,9.4,2012-03-31,70.0,20.9,2012-03-31,60.0,80,25,2012-03-26,1014.5,107.1
67,467300,東吉島,DONGJIDAO,局屬有人氣象站,2012-03,20.4,29.5,2012-03-23,14.3,2012-03-11,17.4,3,20.5,2012-03-24,360.0,27.7,2012-03-24,360.0,81,41,2012-03-31,1010.3,101.7
68,467350,澎湖,PENGHU,局屬有人氣象站,2012-03,19.2,29.4,2012-03-17,12.8,2012-03-12,7.3,5,11.2,2012-03-31,20.0,20.8,2012-03-24,20.0,79,41,2012-03-24,1014.8,119.5
69,467410,臺南,TAINAN,局屬有人氣象站,2012-03,21.4,32.2,2012-03-23,12.9,2012-03-12,6.5,2,11.6,2012-03-24,10.0,20.4,2012-03-24,360.0,73,45,2012-03-30,1012.8,201.6
70,467440,高雄,KAOHSIUNG,局屬有人氣象站,2012-03,23.6,32.3,2012-03-23,15.4,2012-03-11,8.5,2,6.5,2012-03-05,150.0,11.8,2012-03-24,350.0,71,37,2012-03-27,1014.6,216.3
71,467480,嘉義,CHIAYI,局屬有人氣象站,2012-03,19.9,32.8,2012-03-05,12.2,2012-03-24,14.7,4,8.8,2012-03-24,360.0,13.8,2012-03-24,360.0,82,39,2012-03-27,1012.1,162.0
72,467490,臺中,TAICHUNG,局屬有人氣象站,2012-03,19.8,32.2,2012-03-23,12.0,2012-03-10,40.8,5,5.6,2012-03-24,10.0,13.6,2012-03-24,360.0,75,36,2012-03-30,1005.5,165.7
73,467530,阿里山,ALISHAN,局屬有人氣象站,2012-03,10.2,19.8,2012-03-18,1.5,2012-03-26,35.2,4,6.0,2012-03-12,350.0,14.3,2012-03-12,350.0,79,17,2012-03-05,765.2,168.3
74,467540,大武,DAWU,局屬有人氣象站,2012-03,23.2,31.9,2012-03-18,16.3,2012-03-24,46.0,17,9.4,2012-03-23,30.0,16.8,2012-03-20,40.0,74,44,2012-03-28,1014.8,135.1
75,467550,玉山,YUSHAN,局屬有人氣象站,2012-03,2.2,15.6,2012-03-17,-4.9,2012-03-25,29.0,4,19.9,2012-03-05,230.0,27.5,2012-03-05,240.0,74,17,2012-03-05,642.2,199.8
76,467571,新竹,HSINCHU,局屬有人氣象站,2012-03,17.4,28.7,2012-03-17,9.4,2012-03-10,96.6,14,5.7,2012-03-24,20.0,14.5,2012-03-24,360.0,81,40,2012-03-26,1013.2,121.8
77,467590,恆春,HENGCHUN,局屬有人氣象站,2012-03,24.0,31.2,2012-03-23,17.2,2012-03-24,3.0,4,12.1,2012-03-21,40.0,26.2,2012-03-21,40.0,75,34,2012-03-29,1012.0,186.5
78,467610,成功,CHENGGONG,局屬有人氣象站,2012-03,21.8,28.3,2012-03-07,14.9,2012-03-24,130.4,19,10.1,2012-03-31,30.0,19.1,2012-03-23,30.0,79,43,2012-03-25,1011.6,75.0
79,467620,蘭嶼,LANYU,局屬有人氣象站,2012-03,20.9,27.0,2012-03-07,14.3,2012-03-24,60.1,8,22.4,2012-03-24,20.0,31.5,2012-03-24,30.0,86,58,2012-03-26,978.4,99.9
80,467650,日月潭,SUN MOON LAKE,局屬有人氣象站,2012-03,17.9,28.3,2012-03-23,10.4,2012-03-26,34.5,8,5.3,2012-03-05,270.0,18.6,2012-03-16,280.0,78,46,2012-03-26,903.3,150.7
81,467660,臺東,TAITUNG,局屬有人氣象站,2012-03,22.5,30.1,2012-03-07,14.9,2012-03-12,37.9,14,7.4,2012-03-23,40.0,16.7,2012-03-31,30.0,73,45,2012-03-26,1015.0,103.2
82,467770,梧棲,WUQI,局屬有人氣象站,2012-03,17.8,29.4,2012-03-23,10.3,2012-03-10,22.2,8,13.4,2012-03-31,360.0,24.2,2012-03-24,30.0,80,45,2012-03-30,1012.9,137.0
83,467990,馬祖,MATSU,局屬有人氣象站,2012-03,11.4,23.6,2012-03-30,4.2,2012-03-10,115.5,14,9.4,2012-03-16,200.0,19.4,2012-03-31,50.0,86,51,2012-03-26,1008.0,93.1
84,466880,板橋,BANQIAO,局屬有人氣象站,2012-04,22.9,34.5,2012-04-30,16.8,2012-04-26,267.4,19,7.5,2012-04-03,80.0,15.7,2012-04-29,270.0,74,41,2012-04-04,1011.0,71.9
85,466900,淡水,TAMSUI,局屬有人氣象站,2012-04,22.4,32.6,2012-04-25,15.4,2012-04-06,262.5,20,7.6,2012-04-26,20.0,18.4,2012-04-26,20.0,81,46,2012-04-04,1010.0,77.4
86,466910,鞍部,ANBU,局屬有人氣象站,2012-04,17.3,26.8,2012-04-24,9.3,2012-04-03,382.0,22,9.2,2012-04-03,70.0,21.0,2012-04-01,140.0,89,51,2012-04-04,920.2,54.4
87,466920,臺北,TAIPEI,局屬有人氣象站,2012-04,23.1,34.9,2012-04-30,16.7,2012-04-06,289.1,23,8.8,2012-04-03,80.0,16.9,2012-04-03,80.0,76,48,2012-04-04,1011.5,61.2
88,466930,竹子湖,ZHUZIHU,局屬有人氣象站,2012-04,19.0,28.6,2012-04-30,11.3,2012-04-06,318.5,21,9.6,2012-04-26,30.0,20.7,2012-04-26,20.0,85,45,2012-04-04,944.1,73.6
89,466940,基隆,KEELUNG,局屬有人氣象站,2012-04,22.6,34.0,2012-04-30,17.1,2012-04-26,389.8,23,11.3,2012-04-30,230.0,20.9,2012-04-25,240.0,77,49,2012-04-06,1009.3,70.0
90,466950,彭佳嶼,PENGJIAYU,局屬有人氣象站,2012-04,21.4,29.5,2012-04-30,15.4,2012-04-04,181.1,21,19.4,2012-04-25,270.0,25.4,2012-04-08,110.0,81,41,2012-04-01,1001.0,80.5
91,466990,花蓮,HUALIEN,局屬有人氣象站,2012-04,22.8,30.3,2012-04-25,16.2,2012-04-06,95.0,18,11.1,2012-04-03,30.0,18.0,2012-04-26,40.0,77,45,2012-04-06,1010.4,89.0
92,467060,蘇澳,SU-AO,局屬有人氣象站,2012-04,22.3,30.8,2012-04-24,15.3,2012-04-01,107.4,19,12.4,2012-04-26,80.0,20.3,2012-04-03,360.0,79,53,2012-04-01,1010.0,82.6
93,467080,宜蘭,YILAN,局屬有人氣象站,2012-04,22.2,31.3,2012-04-25,14.4,2012-04-01,107.8,18,11.3,2012-04-26,70.0,19.1,2012-04-03,70.0,77,55,2012-04-03,1011.7,88.6
94,467110,金門,KINMEN,局屬有人氣象站,2012-04,20.1,30.0,2012-04-03,13.2,2012-04-07,140.7,16,8.5,2012-04-03,70.0,17.5,2012-04-03,70.0,86,38,2012-04-01,1009.5,55.7
95,467300,東吉島,DONGJIDAO,局屬有人氣象站,2012-04,24.7,31.0,2012-04-14,20.9,2012-04-17,62.9,11,13.8,2012-04-26,20.0,20.7,2012-04-20,210.0,81,42,2012-04-01,1007.1,104.1
96,467350,澎湖,PENGHU,局屬有人氣象站,2012-04,24.4,31.0,2012-04-25,20.0,2012-04-06,71.7,16,8.6,2012-04-26,30.0,16.4,2012-04-26,20.0,80,39,2012-04-01,1011.1,135.8
97,467410,臺南,TAINAN,局屬有人氣象站,2012-04,26.1,33.4,2012-04-14,19.0,2012-04-01,141.5,9,9.6,2012-04-24,190.0,15.8,2012-04-24,180.0,74,48,2012-04-01,1009.8,146.4
98,467440,高雄,KAOHSIUNG,局屬有人氣象站,2012-04,26.6,33.0,2012-04-15,21.1,2012-04-02,112.5,10,7.1,2012-04-28,330.0,13.7,2012-04-28,290.0,77,53,2012-04-23,1011.8,174.7
99,467480,嘉義,CHIAYI,局屬有人氣象站,2012-04,24.8,33.6,2012-04-24,15.9,2012-04-01,110.5,13,8.7,2012-04-24,230.0,14.3,2012-04-24,240.0,80,42,2012-04-24,1008.8,115.6
100,467490,臺中,TAICHUNG,局屬有人氣象站,2012-04,24.6,33.7,2012-04-24,17.2,2012-04-01,234.6,17,5.0,2012-04-25,210.0,13.9,2012-04-24,190.0,75,44,2012-04-24,1002.2,88.7
101,467530,阿里山,ALISHAN,局屬有人氣象站,2012-04,11.3,18.7,2012-04-14,6.9,2012-04-01,452.6,17,6.3,2012-04-28,140.0,12.4,2012-04-26,290.0,91,46,2012-04-12,764.7,58.8
102,467540,大武,DAWU,局屬有人氣象站,2012-04,24.9,36.9,2012-04-13,18.0,2012-04-02,121.7,18,9.7,2012-04-11,160.0,18.7,2012-04-03,30.0,77,34,2012-04-13,1011.5,127.6
103,467550,玉山,YUSHAN,局屬有人氣象站,2012-04,2.8,14.2,2012-04-03,-1.8,2012-04-22,365.0,18,18.7,2012-04-28,230.0,29.1,2012-04-21,290.0,92,31,2012-04-12,642.3,74.9
104,467571,新竹,HSINCHU,局屬有人氣象站,2012-04,23.3,33.5,2012-04-30,16.2,2012-04-04,346.6,19,8.0,2012-04-29,280.0,17.7,2012-04-29,270.0,78,47,2012-04-06,1008.6,96.2
105,467590,恆春,HENGCHUN,局屬有人氣象站,2012-04,25.8,32.1,2012-04-24,20.3,2012-04-05,39.7,8,10.2,2012-04-03,40.0,22.0,2012-04-03,20.0,78,55,2012-04-14,1009.5,157.4
106,467610,成功,CHENGGONG,局屬有人氣象站,2012-04,23.5,31.0,2012-04-25,17.3,2012-04-02,73.1,18,10.5,2012-04-25,220.0,21.8,2012-04-25,240.0,82,52,2012-04-06,1007.8,62.6
107,467620,蘭嶼,LANYU,局屬有人氣象站,2012-04,22.5,27.3,2012-04-30,17.1,2012-04-01,77.2,12,19.9,2012-04-26,30.0,27.6,2012-04-26,20.0,89,62,2012-04-07,975.6,82.1
108,467650,日月潭,SUN MOON LAKE,局屬有人氣象站,2012-04,19.4,28.9,2012-04-11,14.3,2012-04-02,297.9,22,8.6,2012-04-16,310.0,17.7,2012-04-16,290.0,81,48,2012-04-13,901.6,80.6
109,467660,臺東,TAITUNG,局屬有人氣象站,2012-04,24.3,36.6,2012-04-13,17.1,2012-04-02,62.1,16,7.5,2012-04-03,50.0,17.7,2012-04-03,50.0,77,32,2012-04-13,1011.3,92.8
110,467770,梧棲,WUQI,局屬有人氣象站,2012-04,24.1,33.0,2012-04-24,15.8,2012-04-01,230.4,17,13.3,2012-04-26,350.0,24.8,2012-04-26,360.0,79,52,2012-04-24,1009.2,107.3
111,467990,馬祖,MATSU,局屬有人氣象站,2012-04,17.8,28.0,2012-04-11,11.4,2012-04-01,196.2,18,10.6,2012-04-25,190.0,20.3,2012-04-24,220.0,86,53,2012-04-01,1002.4,99.9
112,466880,板橋,BANQIAO,局屬有人氣象站,2012-05,25.8,35.3,2012-05-01,18.1,2012-05-06,222.6,17,8.1,2012-05-02,270.0,16.6,2012-05-02,280.0,71,24,2012-05-06,1007.2,153.0
113,466900,淡水,TAMSUI,局屬有人氣象站,2012-05,24.9,33.0,2012-05-15,16.6,2012-05-06,384.7,16,5.7,2012-05-02,20.0,12.8,2012-05-02,20.0,80,32,2012-05-18,1006.2,151.3
114,466910,鞍部,ANBU,局屬有人氣象站,2012-05,19.7,27.9,2012-05-15,12.1,2012-05-05,497.0,17,10.2,2012-05-17,350.0,21.9,2012-05-02,340.0,85,24,2012-05-06,917.6,97.0
115,466920,臺北,TAIPEI,局屬有人氣象站,2012-05,25.9,35.9,2012-05-01,19.3,2012-05-06,231.2,18,7.2,2012-05-02,290.0,16.4,2012-05-02,280.0,71,31,2012-05-06,1007.6,127.7
116,466930,竹子湖,ZHUZIHU,局屬有人氣象站,2012-05,21.4,29.1,2012-05-26,14.3,2012-05-05,382.5,17,8.0,2012-05-17,30.0,16.1,2012-05-17,10.0,83,31,2012-05-06,941.1,120.2
117,466940,基隆,KEELUNG,局屬有人氣象站,2012-05,24.9,34.3,2012-05-01,18.6,2012-05-07,351.6,17,9.4,2012-05-02,250.0,16.8,2012-05-02,230.0,79,40,2012-05-07,1005.5,119.4
118,466950,彭佳嶼,PENGJIAYU,局屬有人氣象站,2012-05,23.7,30.1,2012-05-14,17.9,2012-05-04,314.5,15,20.0,2012-05-02,270.0,27.4,2012-05-02,270.0,83,60,2012-05-22,997.3,168.7
